wheel,level,kannada,roman,english,literal,sthayi,also,note,notes,song,by,source,yt,start
odalu,2,ಮನಸ್ಸು ಕುಗ್ಗು,manassu kuggu,the mind shrinks,the mind shrinks down,,,"What Kannada said before ಖಿನ್ನತೆ was coined. A description, where the new word is a diagnosis.",,,,,,
odalu,2,ಬೇಸರ,bēsara,weary discontent,,,"ಬೇಜಾರು|bējāru|fed up, the same word one register down ;; ಸಪ್ಪೆ|sappe|flat, unsalted ;; ಜಡ|jaḍa|inert","One word for bored, mildly sad and fed up. 'ಬೇಸರಾಗಿದೆ' could be any of the three.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಬೇಸರ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಲೈಫು ಇಷ್ಟೇನೆ,ಮನೋಮೂರ್ತಿ,ಪಂಚರಂಗಿ · 2010,OurLEFrIHDo,30
odalu,1,ತೆರೆದುಕೊಳ್ಳು,teredukoḷḷu,opening up,,,,"The nearest Kannada gets to the therapeutic sense of vulnerable: and it is an act, not a state.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ತೆರೆದುಕೊಳ್ಳು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕಿವಿ ಮಾತೊಂದು ಹೇಳಲೇನು,,ಮಿಲನ,Ei_syfExf6Q,32
odalu,2,ಮನಸ್ಸು ಬಿಚ್ಚು,manassu biccu,to unfold the mind,to untie the mind,,,The same verb as untying a knot or opening a parcel.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮನಸ್ಸು ಬಿಚ್ಚು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನಿನ್ನ ಪ್ರೇಮದ ಪರಿಯ,,ಭಾವಗೀತೆ,kfkWSM_4Lm8,28
odalu,2,ಸಲಿಗೆ,salige,earned informality,,,"ಆತ್ಮೀಯತೆ|ātmīyate|closeness ;; ಅನ್ಯೋನ್ಯ|anyōnya|mutual, easy with each other ;; ನಿಕಟ|nikaṭa|near","The licence to tease someone, eat off their plate, drop the honorific. Intimacy defined as permission.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಸಲಿಗೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಜೊತೆಯಲಿ ಜೊತೆ ಜೊತೆಯಲಿ,ಇಳಯರಾಜ · ಎಸ್.ಪಿ.ಬಿ,ಗೀತಾ · 1981,8HbwsAOfoRY,36
odalu,1,ಕರಗು,karagu,being moved,,,,The mind melting: Kannada's standard image for being touched.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕರಗು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಹೂವೊಂದು ಬಳಿ ಬಂದು,,ಶುಭಮಂಗಳ,zktS22U4nwQ,32
odalu,2,ಮನ ಮುಟ್ಟು,mana muṭṭu,it touched me,it touched the mind,,,"The agent is the thing, not you. A song ಮನ ಮುಟ್ಟುತ್ತದೆ.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮನ ಮುಟ್ಟು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಎದೆ ತುಂಬಿ ಹಾಡಿದೆನು,,ಭಾವಗೀತೆ,H-99yoLymF8,28
odalu,2,ಮೆಚ್ಚುಗೆ,meccuge,admiration,,,ಪ್ರಶಂಸೆ|praśaṁse|praise ;; ಒಲವು|olavu|leaning toward ;; ಇಷ್ಟ|iṣṭa|liking,Both the feeling and its expression: to ಮೆಚ್ಚು silently is incomplete.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮೆಚ್ಚುಗೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನಿನ್ನಿಂದಲೇ ನಿನ್ನಿಂದಲೇ,,ಮಿಲನ,-xmRjO2G05c,28
odalu,1,ನೆಮ್ಮದಿ,nemmadi,peace of mind,,,"ಶಾಂತಿ|śānti|peace, as the absence of conflict ;; ಸಮಾಧಾನ|samādhāna|being consoled ;; ನಿರಾಳ|nirāḷa|unclenched","Sharply distinct from ಶಾಂತಿ, peace as the absence of conflict.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ನೆಮ್ಮದಿ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ತಂಬೂರಿ ಮೀಟಿದವ,ಕುಲದೀಪ್ ಎಂ. ಪೈ,ಪುರಂದರದಾಸ,uCCaFqRoihQ,30
odalu,2,ಮನಸ್ಸು ಹಗುರ,manassu hagura,relief,the mind is light,,,Specifically after confessing or weeping. Relief as a change in weight.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮನಸ್ಸು ಹಗುರ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಸಿಹಿಗಾಳಿ ಸಿಹಿಗಾಳಿ,,ಆ ದಿನಗಳು,lmn-SUQ4NlI,28
odalu,2,ಸಮಾಧಾನ,samādhāna,being consoled,a settling,,ಸಂತೈಕೆ|santaike|consoling ;; ನೆಮ್ಮದಿ|nemmadi|peace of mind ;; ತಣ್ಣಗಾಗು|taṇṇagāgu|to cool down,Both the comfort someone gives you and the state it produces.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಸಮಾಧಾನ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಬಾಳೊಂದು ಭಾವಗೀತೆ,,ನಕ್ಕರೆ ಅದೇ ಸ್ವರ್ಗ,d1xlctKpyT0,28
odalu,1,ಒಪ್ಪಿಗೆ,oppige,assent,,,,"Kannada distinguishes agreeing out loud from your ಮನಸ್ಸು having agreed, and gives you the phrase to say so.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಒಪ್ಪಿಗೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಒಂದೇ ಉಸಿರಂತೆ,,ಸ್ನೇಹಲೋಕ,XyjPmxlzaPY,32
odalu,2,ಮನಸ್ಸು ಒಪ್ಪು,manassu oppu,felt consent,the mind agrees,,,"You can say yes without this having happened, and everyone knows it.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮನಸ್ಸು ಒಪ್ಪು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಒಲವಿನ ಉಡುಗೊರೆ ಕೊಡಲೇನು,ಎಂ. ರಂಗರಾವ್,ಒಲವಿನ ಉಡುಗೊರೆ · 1987,19r6J7zYjcA,20
odalu,2,ಮನಃಪೂರ್ವಕ,manaḥpūrvaka,wholeheartedly,mind-first,,,The adverb you attach to a thank-you to mean you meant it.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮನಃಪೂರ್ವಕ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನಂಬಿದೆ ನಿನ್ನ ನಾದದೇವತೆಯೇ,,ಸಂಧ್ಯಾರಾಗ,1XIdzVRWveI,28
odalu,0,ತಲೆ,tale,head,,,,"Worry and standing. The head overheats, spoils and spins: and it is also the thing you raise or lower in front of other people.",ಸ್ವ-ಗುರುತಿನ ಗೊಂದಲವನ್ನು ಹಾಡಿನ ಕೇಂದ್ರ ಪ್ರಶ್ನೆಯೇ ಹೊರುತ್ತದೆ.,ಯಾರೋ ನಾನು,,ಕನ್ನಡ ಚಿತ್ರಗೀತೆ,uvMAUAKivio,44
odalu,1,ಚಿಂತೆ,cinte,worry,,,"ಯೋಚನೆ|yōcane|thinking it over ;; ಕಾಳಜಿ|kāḷaji|care, concern ;; ತಲೆಬಿಸಿ|talebisi|head-heat",ಚಿಂತೆ is also simply 'thought'. To worry and to think are the same word.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಚಿಂತೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಚಿಂತೆ ಯಾಕೆ ಮಾಡುತಿದ್ದೀ,,ದಾಸರ ಪದ,4a3hpsPdJsQ,32
odalu,2,ತಲೆಬಿಸಿ,talebisi,worry as overheating,head-heat,,,You can tell someone not to take ತಲೆಬಿಸಿ the way you would tell them to cool down.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ತಲೆಬಿಸಿ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಯಾರಿಗೆ ಹೇಳೋಣ ನಮ್ಮ ಪ್ರಾಬ್ಲಮ್ಮು,ಮನೋಮೂರ್ತಿ,ಲೈಫು ಇಷ್ಟೇನೆ · 2011,f86MjXLG6js,25
odalu,2,ಯೋಚನೆ,yōcane,thinking it over,,,,Neutral by itself; 'ಯೋಚನೆ ಮಾಡಬೇಡ' means stop worrying.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಯೋಚನೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಎಲ್ಲೋ ಹುಡುಕಿದೆ ಇಲ್ಲದ ದೇವರ,ಸಿ. ಅಶ್ವತ್ಥ್,ಜಿ.ಎಸ್. ಶಿವರುದ್ರಪ್ಪ,qBAoqZOSMpM,25
odalu,1,ಗೊಂದಲ,gondala,confusion,,,"ಕಕ್ಕಾಬಿಕ್ಕಿ|kakkābikki|flustered ;; ತಬ್ಬಿಬ್ಬು|tabbibbu|thrown, at a loss ;; ಗಲಿಬಿಲಿ|galibili|muddle",Also the word for a noisy crowd: confusion as too many voices at once.,"`ಏನೋ ಒಂಥರಾ... ಹೇಗೋ ಇದ್ದೆ ನಾ, ಹೇಗೋ ಆದೆ ನಾ` captures confusion about one’s changed state.",ಏನೋ ಒಂಥರಾ,,ಲೂಸಿಯಾ,hP5MF8dB7_I,18
odalu,2,ತಲೆಕೆಡು,talekeḍu,driven out of your mind,the head spoils,,,"Same verb as milk going off. Covers exam season and genuine breakdown, with tone doing the work.",,,,,,
odalu,2,ಕಕ್ಕಾಬಿಕ್ಕಿ,kakkābikki,flustered,,,,A sound-word with no parts that mean anything alone: the flap of not knowing what to do with your hands.,ತಲೆಕೆಟ್ಟ ಪ್ರಶ್ನೆಗಳ ಸರಮಾಲೆ ಮತ್ತು ‘ಹೇಳು ಶಿವ’ ಎಂಬ ಮೊರೆ ಗಾಬರಿ-ಗೊಂದಲದ ಧ್ವನಿ.,ಹೇಳು ಶಿವ,,ಲೂಸಿಯಾ,udlrKIs0b-o,33
odalu,1,ಹೈರಾಣ,hairāṇa,worn out,,,,Overwhelm as depletion rather than dread.,‘ಸಾಕಾಗಿದೆ ದೈನಂದಿನ ಈ ಧಾರಾವಾಹಿ’ ಎನ್ನುವ ಭಾಗದಲ್ಲಿ ಮನಸ್ಸಿನ ಬಹುಪಾತ್ರಗಳ ಒತ್ತಡ ಮತ್ತು ಹೈರಾಣು ನೇರವಾಗಿ ಕೇಳುತ್ತದೆ.,ಇದೊಳ್ಳೆ ರಾಮಾಯಣ,ಇಳಯರಾಜ,ಇದೊಳ್ಳೆ ರಾಮಾಯಣ · 2016,6Osq8CFCPkY,120
odalu,2,ತಲೆ ಸುತ್ತು,tale suttu,can't take any more,the head spins,,,Physical dizziness and being overwhelmed share the phrase entirely.,,,,,,
odalu,2,ತಲೆನೋವು,talenōvu,"a headache, and a burden",,,,Kannada uses ತಲೆನೋವು for both the ache and the thing causing it.,"‘ಸಾಕು ಸಾಕಾಗಿದೆ, ಬಾಡಿ ವೀಕಾಗಿದೆ’ ಎನ್ನುವ ಭಾಗ ದೇಹದ ದಣಿವು ಮತ್ತು ಕಾಲು ಸವೆದ ಅನುಭವವನ್ನೇ ಹಾಡುತ್ತದೆ.",,,,,
odalu,1,ಮರ್ಯಾದೆ,maryāde,"standing, face",,,,One of the most-used words in Kannada. Self-respect described entirely as a posture held in public.,"ಗಂಭೀರ ನಾಡಗೀತೆಯ ನಿಲುವು, ಭಾಷೆ ಮತ್ತು ಸಮೂಹಗಾನ ಮರ್ಯಾದೆ ಹಾಗೂ ತಲೆ ಎತ್ತಿ ನಿಲ್ಲುವ ಘನತೆಯನ್ನು ಹೊರುತ್ತವೆ.",ಜಯ ಭಾರತ ಜನನಿಯ ತನುಜಾತೆ,ಸಿ. ಅಶ್ವತ್ಥ್,ಕುವೆಂಪು · ನಾಡಗೀತೆ,wMc3jzeog1s,15
odalu,2,ತಲೆ ಎತ್ತು,tale ettu,dignity,to raise the head,,,Dignity described as a posture: the head carried level in front of other people.,,,,,,
odalu,2,ತಲೆತಗ್ಗಿಸು,taletaggisu,shame,to lower the head,,,The same axis in the other direction. Kannada's shame is visible before it is internal.,,,,,,
odalu,0,ಮೈ,mai,body,,,,"The surface. Everything here is involuntary and visible: the hair standing up, the burn, the forgetting of the body altogether.","ಲಯ ಮತ್ತು ದೃಶ್ಯಭಾಷೆ ದೇಹದ ಪುಳಕ, ಸೆಳೆತ ಮತ್ತು ಉಲ್ಲಾಸವನ್ನು ಒಟ್ಟಿಗೆ ಹೊರುತ್ತವೆ.",ಸಿಂಗಾರ ಸಿರಿಯೇ,,ಕಾಂತಾರ,3XShkcOze3s,41
odalu,1,ಪುಳಕ,puḷaka,thrill,,,,"Classical poetics counts it as visible evidence of an inner state, which is why it has its own noun.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಪುಳಕ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ತುಂತುರು ಅಲ್ಲಿ ನೀರ ಹಾಡು,ಹಂಸಲೇಖ,ಅಮೃತವರ್ಷಿಣಿ · 1997,e5byqxOkzRw,40
odalu,2,ಮೈ ಝುಮ್,mai jhum,the thrill of music,the body tingles,,,"Specifically aesthetic. You would say it about a raga, rarely about good news.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮೈ ಝುಮ್’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಘಟ್ಟದ ಇಳಿದು,,ಉಳಿದವರು ಕಂಡಂತೆ,1VwZ1tnDZbs,28
odalu,2,ರೋಮಾಂಚ,rōmāñca,horripilation,hair-motion,,,The Sanskrit register of exactly the same event.,The iconic `ಅನಿಸುತಿದೆ ಯಾಕೋ ಇಂದು` refrain captures a wonder-struck romantic thrill.,ಅನಿಸುತಿದೆ ಯಾಕೋ ಇಂದು,ಅಜನೀಶ್ ಲೋಕನಾಥ್,ಕಾಂತಾರ · 2022,T4QxNh4TF3E,14
odalu,1,ನಡುಕ,naḍuka,the body's alarm,,,,The skin knowing before the mind does. Kannada names the tremble and lets the fear be inferred.,"The refrain literally says `ಮೈ ಗಡ ಗಡ ನಡುಗುವ`, an exact bodily match for trembling.",ಮೈ ಗಡ ಗಡ ನಡುಗುವ,ಅನೂಪ್ ಭಂಡಾರಿ,ರಂಗಿತರಂಗ · 2015,H_xFkuuhR1M,7
odalu,2,ಮೈ ನವಿರೇಳು,mai navirēḷu,awe or dread,the fine hair stands,,,Which of the two it is comes from context alone. Kannada declines to separate the physiology.,ಸಂಗೀತದ ಏರಿಕೆ ಮತ್ತು ದೈವದರ್ಶನದ ದೃಶ್ಯ ಮೈ ನವಿರೇಳುವ ಭಯಭಕ್ತಿಯ ನಿಖರ ಕ್ಷಣ.,ವರಾಹ ರೂಪಂ,ಅಜನೀಶ್ ಲೋಕನಾಥ್,ಕಾಂತಾರ · 2022,gH_RYRwVrVM,30
odalu,2,ಬೆವರು,bevaru,sweat,,,,"'ಬೆವರಿಬಿಟ್ಟೆ', I broke into a sweat, is a complete statement about fear.","ಬೆವರಿನ ಪ್ರತಿಯೊಂದು ಹನಿಯನ್ನೂ ದುಡಿಮೆ, ಬೆಳೆ ಮತ್ತು ಅನ್ನವಾಗಿ ರೂಪಿಸುವ ನೇರ ದೈಹಿಕ-ಸಾಂಸ್ಕೃತಿಕ ಸಂಕೇತ.",ಬೆಳುವಲದ ಮಡಿಲಲ್ಲಿ,ರಾಜನ್-ನಾಗೇಂದ್ರ · ಎಸ್. ಪಿ. ಬಾಲಸುಬ್ರಹ್ಮಣ್ಯಂ · ಎಸ್. ಜಾನಕಿ,ಬೆಳುವಲದ ಮಡಿಲಲ್ಲಿ · 1975,JD7GFdzbhE8,5
odalu,1,ಉರಿ,uri,burning,,,,The point at which anger stops being an opinion.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಉರಿ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಯಾರಿಗೆ ಬಂತು ಎಲ್ಲಿಗೆ ಬಂತು ನಲವತ್ತೇಳರ ಸ್ವಾತಂತ್ರ್ಯ,ಪಿಚ್ಚಳ್ಳಿ ಶ್ರೀನಿವಾಸ್,ಸಿದ್ದಲಿಂಗಯ್ಯ,s90VmReOoco,46
odalu,2,ಮೈ ಉರಿ,mai uri,rage gone physical,the body burns,,,Also literally a fever or a rash: the phrase does not choose.,,,,,,
odalu,2,ಕೆರಳು,keraḷu,inflamed,,,,"Irritability is a temperament, not a body burning.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಸಿಡುಕು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,,,,,
odalu,1,ಮೈಮರೆವು,maimarevu,absorption,,,,The body forgotten: the highest praise available for listening to music.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮೈಮರೆವು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನಾದಮಯ ಈ ಲೋಕವೆಲ್ಲಾ,ಉಪೇಂದ್ರ ಕುಮಾರ್ · ರಾಜಕುಮಾರ್,ಜೀವನ ಚೈತ್ರ · 1992,EkPOkT_a2U0,52
odalu,2,ಮೈ ಮರೆ,mai mare,lost in it,to forget the body,,,Also what you say about someone who missed their stop.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮೈ ಮರೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಅನಿಸುತಿದೆ ಯಾಕೋ ಇಂದು,ಮನೋಮೂರ್ತಿ · ಸೋನು ನಿಗಮ್,ಮುಂಗಾರು ಮಳೆ · 2006,nlsLKA6hlVQ,35
odalu,2,ಭಾವಪರವಶ,bhāva-paravaśa,carried away,subject to the feeling,,,ಪರವಶ means under another's control. The grammar says the feeling is driving.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಭಾವಪರವಶ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಮರಳಿ ಮನಸಾಗಿದೆ,,ಜೆಂಟಲ್‌ಮನ್,01uRBlLAjFg,28
odalu,0,ಮುಖ,mukha,face,,,,The public instrument. These are the feelings other people read off you whether or not you meant them to: which is why the sulk lives here and not in ಕೋಪ.,ನಗು ಮತ್ತು ಕಣ್ಣಿನ ಅಭಿವ್ಯಕ್ತಿಯನ್ನು ಮೃದುವಾಗಿ ಜೋಡಿಸುವ ಚಿರಪರಿಚಿತ ಹಾಡು.,ನಗುವ ನಯನ ಮಧುರ ಮೌನ,ಇಳಯರಾಜ · ಎಸ್.ಪಿ.ಬಿ,ಪಲ್ಲವಿ ಅನುಪಲ್ಲವಿ · 1983,AJSeaFthdeE,34
odalu,1,ಮುನಿಸು,munisu,the loving sulk,,,ಸೆಡವು|seḍavu|a huff ;; ಕೋಪ|kōpa|anger ;; ಬಿಗುಮಾನ|bigumāna|held stiffness,"The anger you are only entitled to with someone who loves you. It wants soothing, not resolution, and would be insulted by an apology that was merely correct.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮುನಿಸು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಸೂರ್ಯಂಗೂ ಚಂದ್ರಂಗೂ,,ಶುಭಮಂಗಳ,f3vfrCf6jEI,32
odalu,2,ಮುಖ ಊದಿಸು,mukha ūdisu,sulking,to puff the face,,,Described as something you actively do to your own face. The performance is the point.,ಮುನಿಸಿಕೊಂಡ ಸಂಗಾತಿಗೆ ‘ಹಿತವಾಗಿ ನಗಲೂ ಬಾರದೆ’ ಎನ್ನುವ ನೇರ ಸಂಬೋಧನೆ; ಮುಖ ಊದಿಸುವಿಕೆಯೇ ಹಾಡಿನ ಪ್ರಸಂಗ.,ಮುನಿಸು ತರವೇ ಮುಗುದೆ,ಸಿ. ಅಶ್ವತ್ಥ್ · ಪುತ್ತೂರು ನರಸಿಂಹ ನಾಯಕ್,ಸಲ್ಲಾಪ · ಭಾವಗೀತೆ,DCz_4Kb7hLc,10
odalu,2,ಸೆಡವು,seḍavu,a huff,,,,"Native, and shorter-lived than ಮುನಿಸು: an afternoon rather than a week.",,,,,,
odalu,1,ಸಪ್ಪೆ,sappe,flatness,,,,ಸಪ್ಪೆ is what you call unsalted food. A dejected face is described as under-seasoned.,"`ಸಪ್ಪೆ ಗಂಜಿ ಬಾಳಿನಲ್ಲಿ` explicitly names a bland, flat life before contrasting it with love.",ಪಂಚತಂತ್ರ ಟೈಟಲ್ ಸಾಂಗ್,ಮನೋಮೂರ್ತಿ,ಪಂಚರಂಗಿ · 2010,8wXcUab6RzM,112
odalu,2,ಮುಖ ಕಪ್ಪಿಡು,mukha kappiḍu,crestfallen,the face darkens,,,The visible fall when someone hears they were left out.,,,,,,
odalu,2,ಸಪ್ಪೆ ಮೋರೆ,sappe mōre,a long face,an insipid face,,,"ಮೋರೆ is the blunt, slightly rude word for a face.","The verse says `ಕಾಣದೆ ಸುಖ, ಬಾಡಿದೆ ಮುಖ`, an exact image of a fallen, joyless face.",ಹೋರಾಟ,,ಗಾಳಿಪಟ,kXyzkyT3ePs,68
